Primary Key,Order No_x,Segment Number_x,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Order No_y,Segment Number_y,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $
SO0060038-1,SO0060038,1,2024-02-15,PASEIH,6780,APPL,2023,JFGYF44BCPT056609,496.0,Coolant leaking out of the top nipple of the deareation tank.,Bad weld.PMI Billed on WE0422210 400 BI 61: 6 UNITS10 400 BE 86: 3 UNITS10 210 AF 16: 3 UNITS00 200 AA 10: 3 UNITS00 150 AB 01: 10 UNITS10 400 BE 88: 3 UNITScode 409casual pn 84181900,"Come to the machine on March 15, 2024, with coolant from the upper nipple of the ventilation tissue. It started to disconnect the small tools and remove from the tank. After I had removed it, I removed the connections and weared threaded medication",Broken - Spring,"Right Front Wheel - Removed, Grease Line - Removed, Pen Keeper - Removed, U Bolt - Cut, Pin - Ran",SO0060038,1.0,4st year Base Warranty.CNH CLAIM# 505000402480,0.0,PASE,73344349                     CASE,GREASE 251 HEPT TUBE,0.0,0.0,2024-03-19,3.22,1332.3799$
SO0060038-2,SO0060038,2,2024-02-16,CHR,COT 561,SPRAYS,2023,M2301243,0.0,DIS#HR00136,Hood reinforcement service  bulliten so90418.,"Open the hood, clean it and prepare it for the assembly of the bracket. Position the bracket, pinch the clamp and mark holes. Drill all the necessary holes and assemble the bracket on the lower front hood. Test the open and close the hood for any obstacles. Ok, passed, completed on February 19, 2024.",Worn - Air Conditioner,"Line - Removed, Line - Installed, Air Conditioner - Recharged, Wear Guard - Installed",SO0060038,2.0,Not Available,1.0,CHR LOGISTICS,90418                        RBR,HOOD HINGE REINFORMENT PLATE,47.48,47.48,2024-04-05,1.75,397.48$
SO0060038-4,SO0060038,4,2024-02-17,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463.0,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,DMH-26JAN2024-help with removing fuel and defanes. 756 collected broken glass and removes the front hood and wiper leaves. Empty the fuel tank for the expansion and empty the defibrillator tank. Removes front LED roof cap lights for installing the front window. Removed 4,Leak - Wheel,Wheel Seal - Removed,SO0060038,4.0,Not Available,1.0,PASE,91806582                     CASE,DECAL,12.84,9.06,2024-03-04,9.58,9251.4599$
SO0060038-5,SO0060038,5,2024-02-17,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463.0,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,DMH-26JAN2024-help with removing fuel and defanes. 756 collected broken glass and removes the front hood and wiper leaves. Empty the fuel tank for the expansion and empty the defibrillator tank. Removes front LED roof cap lights for installing the front window. Removed 4,Not Mentioned - Shaft,No Component Mentioned - Performed,SO0060038,5.0,Not Available,1.0,PASE,91806583                     CASE,DECAL,12.84,9.06,2024-03-04,9.58,9251.4599$
SO0060085-1,SO0060085,1,2024-02-17,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463.0,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,DMH-26JAN2024-help with removing fuel and defanes. 756 collected broken glass and removes the front hood and wiper leaves. Empty the fuel tank for the expansion and empty the defibrillator tank. Removes front LED roof cap lights for installing the front window. Removed 4,Worn - Steering,"Spherical Bearing - Removed, Spherical Bearing - Installed, Cylinder Bolt - Reinstalled, Bearing - Greased",SO0060085,1.0,Not Available,1.0,PASE,90504279                     CASE,DECAL,23.71,16.74,2024-03-04,9.58,9251.4599$
SO0060102-2,SO0060102,2,2024-02-17,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463.0,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,DMH-26JAN2024-help with removing fuel and defanes. 756 collected broken glass and removes the front hood and wiper leaves. Empty the fuel tank for the expansion and empty the defibrillator tank. Removes front LED roof cap lights for installing the front window. Removed 4,Stopped - Fan,"PTO Pump - Replaced, Harness - Replaced",SO0060102,2.0,Not Available,1.0,PASE,90504274                     CASE,DECAL,23.71,16.73,2024-03-04,9.58,9251.4599$
SO0060102-3,SO0060102,3,2024-02-17,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463.0,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,DMH-26JAN2024-help with removing fuel and defanes. 756 collected broken glass and removes the front hood and wiper leaves. Empty the fuel tank for the expansion and empty the defibrillator tank. Removes front LED roof cap lights for installing the front window. Removed 4,Not Setting - Spinner,No Component Mentioned - No Component Mentioned,SO0060102,3.0,Not Available,2.0,PASE,90498204                     CASE,WINDSHIELD,1667.96,1100.42,2024-03-04,9.58,9251.4599$
SO0060102-4,SO0060102,4,2024-02-17,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463.0,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,DMH-26JAN2024-help with removing fuel and defanes. 756 collected broken glass and removes the front hood and wiper leaves. Empty the fuel tank for the expansion and empty the defibrillator tank. Removes front LED roof cap lights for installing the front window. Removed 4,Not Opening - Bin,Air Line Splice - Installed,SO0060102,4.0,Not Available,2.0,PASE,90471433                     CASE,DECAL,17.08,12.04,2024-03-04,9.58,9251.4599$
SO0060107-1,SO0060107,1,2024-02-17,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463.0,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,DMH-26JAN2024-help with removing fuel and defanes. 756 collected broken glass and removes the front hood and wiper leaves. Empty the fuel tank for the expansion and empty the defibrillator tank. Removes front LED roof cap lights for installing the front window. Removed 4,Missed - Ladder,Bumper Stop - Installed,SO0060107,1.0,Not Available,2.0,PASE,51497261                     CASE,DECAL,41.84,29.52,2024-03-04,9.58,9251.4599$
SO0060154-1,SO0060154,1,2024-02-17,PASEIH,9861,SPRAYS,2023,JFGYS435CPT056696,463.0,"window broke out, need to install new window. new window is cloudy need new window installed.REPAIR STARTED ON DIS WO# WN17256",broken windshield,DMH-26JAN2024-help with removing fuel and defanes. 756 collected broken glass and removes the front hood and wiper leaves. Empty the fuel tank for the expansion and empty the defibrillator tank. Removes front LED roof cap lights for installing the front window. Removed 4,"Faulty - Wheel, Speed Restricted - Machine",Bulkhead Connector - Replaced,SO0060154,1.0,Not Available,2.0,PASE,48151543                     CASE,DECAL,213.46,150.66,2024-03-04,9.58,9251.4599$
SO0060190-2,SO0060190,2,2024-02-17,CHR,PENT 909,SPRAYS,2022,FA2206453,445.0,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970RIGHT FRONT AXLE EXTENSION SEAL LEAKING,Unknown,"Liquid is also used on SEG 2 to change liquid. MH-01FEB2024-Washed off front axle. Buck up the machine and place safety stands under the device. Tires removed, the end of the steering cylinder from the hub. Air spring bag and assembly plate removed. Brake air connection removed","Blown - Engine, Dead - No Component Mentioned",No Component Mentioned - No Component Mentioned,SO0060190,2.0,Not Available,2.0,CHR LOGISTICS,110-2.0027                   RBR,O-RING,4.9199,4.9199,2024-02-29,9.58,4177.4295$
SO0060204-1,SO0060204,1,2024-02-17,CHR,PENT 909,SPRAYS,2022,FA2206453,445.0,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970RIGHT FRONT AXLE EXTENSION SEAL LEAKING,Unknown,"Liquid is also used on SEG 2 to change liquid. MH-01FEB2024-Washed off front axle. Buck up the machine and place safety stands under the device. Tires removed, the end of the steering cylinder from the hub. Air spring bag and assembly plate removed. Brake air connection removed",High Voltage - Lift,No Component Mentioned - No Component Mentioned,SO0060204,1.0,Not Available,2.0,CHR LOGISTICS,110-2.0029                   RBR,WIPER RING,72.3799,72.3799,2024-02-29,9.58,4177.4295$
SO0060234-1,SO0060234,1,2024-02-17,CHR,PENT 909,SPRAYS,2022,FA2206453,445.0,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970RIGHT FRONT AXLE EXTENSION SEAL LEAKING,Unknown,"Liquid is also used on SEG 2 to change liquid. MH-01FEB2024-Washed off front axle. Buck up the machine and place safety stands under the device. Tires removed, the end of the steering cylinder from the hub. Air spring bag and assembly plate removed. Brake air connection removed",Not Engaged - Steering,No Component Mentioned - No Component Mentioned,SO0060234,1.0,Not Available,2.0,CHR LOGISTICS,110-2.0101                   RBR,BALL JOINT,569.1599,569.1599,2024-02-29,9.58,4177.4295$
SO0060234-3,SO0060234,3,2024-02-17,CHR,PENT 909,SPRAYS,2022,FA2206453,445.0,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970RIGHT FRONT AXLE EXTENSION SEAL LEAKING,Unknown,"Liquid is also used on SEG 2 to change liquid. MH-01FEB2024-Washed off front axle. Buck up the machine and place safety stands under the device. Tires removed, the end of the steering cylinder from the hub. Air spring bag and assembly plate removed. Brake air connection removed",Stuck - Valve,Valve - Replaced,SO0060234,3.0,Not Available,2.0,CHR LOGISTICS,110-2.0143                   RBR,RING SUPPORT,830.3,830.2799,2024-02-29,9.58,4177.4295$
SO0060234-4,SO0060234,4,2024-02-17,CHR,PENT 909,SPRAYS,2022,FA2206453,445.0,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970RIGHT FRONT AXLE EXTENSION SEAL LEAKING,Unknown,"Liquid is also used on SEG 2 to change liquid. MH-01FEB2024-Washed off front axle. Buck up the machine and place safety stands under the device. Tires removed, the end of the steering cylinder from the hub. Air spring bag and assembly plate removed. Brake air connection removed",Not Turning - Starter,No Component Mentioned - No Component Mentioned,SO0060234,4.0,Not Available,4.0,CHR LOGISTICS,110-2.0021                   RBR,O-RING 2-262,91.7999,91.76,2024-02-29,9.58,4177.4295$
SO0060259-1,SO0060259,1,2024-02-17,CHR,PENT 909,SPRAYS,2022,FA2206453,445.0,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970CUSTOMER REQUEST SAID THERE ARE LEAKDS AND LOOSE BOLTS ON THE RH SIDE OF BED,Unknown,"DMH-07FEB2024-2 leaks found. One of them is the piping shaft seal and the other the line of the Salford box tank, which leads to the pump on the left side of the gear. I looked for Loser Hardware, contact the customer to get more information. DMH-08FEB2024 Remove",Oil Leak - Belt,"Motor Housing - Cleaned, Bolt - Cleaned, Motor Bolt - Retightened",SO0060259,1.0,Not Available,12.0,AVRN MOTO,1483802                      ARNOLD,BRAKE CLEAN/CAN,96.0,35.88,2024-02-29,9.58,1828.54$
SO0060292-1,SO0060292,1,2024-02-17,CHR,PENT 909,SPRAYS,2022,FA2206453,445.0,REPAIR ORIGINAL STARTED ON DIS# WN17270RANDY 308-991-1970CUSTOMER REQUEST SAID THERE ARE LEAKDS AND LOOSE BOLTS ON THE RH SIDE OF BED,Unknown,"DMH-07FEB2024-2 leaks found. One of them is the piping shaft seal and the other the line of the Salford box tank, which leads to the pump on the left side of the gear. I looked for Loser Hardware, contact the customer to get more information. DMH-08FEB2024 Remove","Burnt - Wire, Missed - Wire",NCV Harness - Replaced,SO0060292,1.0,Not Available,3.0,PASE,73341722                     CASE,OIL  TRANSMISSION,74.7,66.2699,2024-02-29,9.58,1828.54$
SO0060328-1,SO0060328,1,2024-02-19,CHR,PECT 235,SPRAYS,2022,FA2206477,811.0,outer axle seal leaking,Unknown,arrived at the machine on 04.03.24. The customer had lost the bike. Habin oil drained. Brake drum and hub cover removed. Cotal fenders and upper axle leg bolt plate removed. Lower knuckle bolt plate removed. Sun wheel from the axle wave. Supported axle leg with fork hub,"Broken - Mirror, Noise - Mirror","RIght Mirror Mount Arm - Replaced, Mirror Head - Reassembled, Wire - Reconnected, Electrical Mirror - Realigned",SO0060328,1.0,Not Available,1.0,CHR LOGISTICS,6160136                      RBR,SEAL,55.7199,33.06,2024-03-05,2.0,431.9699$
SO0060346-1,SO0060346,1,2024-02-19,PASEIH,9991,SPRAYS,2019,JFGYCC89AJT048112,3150.1999,CUSTOMER STATES THAT RIGHT FUEL TANK IS LEAKIING,fuel tanks leaking due to corrosion and rust on tank due to customer not cleaning machine.,"Replace the fuel tank with a new tank.  High pressure air tank removed, cabin apron away, tank hoses removed, tank screws removed, tank removed. All fittings switched to new tank.  New tank and new hoses installed, fuel screws installed, cabin apron mounted, in",Failed - Hydraulic System,No Component Mentioned - No Component Mentioned,SO0060346,1.0,fuel tanks found leaking on pmi inspection.,1.0,PASE,90434981                     CASE,TANK,3183.25,1971.43,2024-02-27,14.38,5632.24$
SO0060376-1,SO0060376,1,2024-02-19,PASEIH,9991,SPRAYS,2019,JFGYCC89AJT048112,3147.0,CUSTOMER STATES THAT LEFT FUEL TANK IS LEAKING.,leak due to corrosion,"Def-tank, railing, catwalk, etc. removed. Fastening screws and all necessary parts removed. Remove all the necessary lines, fittings and cable trees. Tank expanded and fittings exchanged. Install new tank. Together all the parts mentioned above.","Not Engaged - Transfer Case, Not Mentioned - Four Wheel Drive",Wire - Soldered,SO0060376,1.0,leak found during pmi inspection.,1.0,PASE,90436923                     CASE,TANK,3707.55,2211.09,2024-02-27,6.7199,4899.56$
SO0060395-1,SO0060395,1,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,"Derated - DEF System, Inoperative - DEF",DEF Pump - Installed,SO0060395,1.0,Not Available,1.0,CHR LOGISTICS,6160156                      RBR,Wheel bearing set,356.5199,211.78,2024-03-12,4.5499,7923.8791$
SO0060395-2,SO0060395,2,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,"Smashed - Hood, Smashed - Grill","Hood - Removed, Front Grill - Removed, Wire Harness - Removed, Center Hood - Replaced, Grill - Installed",SO0060395,2.0,Not Available,1.0,CHR LOGISTICS,6160215                      RBR,BUTTON THRUST MERITOR,8.6699,4.6399,2024-03-12,4.5499,7923.8791$
SO0060395-3,SO0060395,3,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,Leak - Spinner,"Line - Retightened, Fitting - Replaced",SO0060395,3.0,Not Available,1.0,CHR LOGISTICS,6160217                      RBR,THRUST WASHER,58.6499,35.1899,2024-03-12,4.5499,7923.8791$
SO0060395-4,SO0060395,4,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,Leak - Fuel Tank,"Fuel Tank Drain Plug - Removed, Fuel Tank - Drained, Left Cab Skirt - Removed, Filler Neck - Removed, Vent Hose - Removed, Level Sender Connector - Removed, Clamp - Unbolted",SO0060395,4.0,Not Available,1.0,CHR LOGISTICS,6160210                      RBR,SCREW THRUST MER,29.98,17.99,2024-03-12,4.5499,7923.8791$
SO0060395-5,SO0060395,5,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,Inoperative - Light,Bulb - Replaced,SO0060395,5.0,Not Available,1.0,CHR LOGISTICS,6160209                      RBR,JAM NUT MERITOR,24.5,14.7,2024-03-12,4.5499,7923.8791$
SO0060395-6,SO0060395,6,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,Leak - Pan,"Oil Pan - Removed, Oil Pan - Cleaned, Engine Block Flange - Cleaned",SO0060395,6.0,Not Available,1.0,CHR LOGISTICS,6160142                      RBR,ORING FILL PLUG,4.7199,2.8,2024-03-12,4.5499,7923.8791$
SO0060395-7,SO0060395,7,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,"Not Installed - Tarp, Fraying - Tarp, Damaged - Tarp","Cable - Replaced, Cable - Retightened",SO0060395,7.0,Not Available,1.0,CHR LOGISTICS,6160208                      RBR,SNAP RING,28.0,16.8,2024-03-12,4.5499,7923.8791$
SO0060455-1,SO0060455,1,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,Stuck - Axle,"Axle - Cleaned, Axle Liner - Removed",SO0060455,1.0,Not Available,1.0,CHR LOGISTICS,6160211                      RBR,PLUG OIL MERITOR,9.33,5.6,2024-03-12,4.5499,7923.8791$
SO0060461-1,SO0060461,1,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,Not Reading - DEF System,"Level Sensor - Replaced, Suction Filter - Replaced, O Ring - Replaced, DEF Header - Installed, Cover - Installed",SO0060461,1.0,Not Available,1.0,CHR LOGISTICS,6160152                      RBR,CARRIER PLANETARY MERITOR,3732.1199,1684.97,2024-03-12,4.5499,7923.8791$
SO0060461-2,SO0060461,2,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,Not Mentioned - Not Mentioned,"Wheel Nut - Retightened, Catwalk Panel - Installed",SO0060461,2.0,Not Available,1.0,CHR LOGISTICS,6160323.001                  RBR,KIT PLANETARY GEAR (4GEAR ASSY,825.7799,495.44,2024-03-12,4.5499,7923.8791$
SO0060461-3,SO0060461,3,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,Not Mentioned - Not Mentioned,Tool Box - Installed,SO0060461,3.0,Not Available,1.0,CHR LOGISTICS,6160159                      RBR,O-RING,27.33,16.73,2024-03-12,4.5499,7923.8791$
SO0060461-6,SO0060461,6,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,"Not Installed - No Component Mentioned, Not Installed - Drain, Not Installed - First Aid Kit, Not Installed - Extinguisher","Fire Extinguisher - Installed, First Aid Kit - Installed",SO0060461,6.0,Not Available,1.0,CHR LOGISTICS,6160167                      RBR,NEEDLE BEARING,38.98,19.3599,2024-03-12,4.5499,7923.8791$
SO0060501-1,SO0060501,1,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,Not Mentioned - Unit,No Component Mentioned - Prepared,SO0060501,1.0,Not Available,1.0,CHR LOGISTICS,6160160                      RBR,Wheel bearing set,158.7599,95.23,2024-03-12,4.5499,7923.8791$
SO0060521-1,SO0060521,1,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,Faulty - Engine,Exhaust Flap - Replaced,SO0060521,1.0,Not Available,1.0,CHR LOGISTICS,6160166                      RBR,Spindle Nut,39.95,23.9699,2024-03-12,4.5499,7923.8791$
SO0060521-2,SO0060521,2,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,Not Mentioned - Boom,"Left Boom - Removed, Grease Line - Removed, Hydraulic Hose - Removed, Harness - Removed, Bolt - Removed, Bush - Removed, Pivot Pin - Removed, Boom Fold Spring - Removed, Pivot Pin - Installed",SO0060521,2.0,Not Available,1.0,CHR LOGISTICS,6160149                      RBR,SUN GEAR,1348.48,809.09,2024-03-12,4.5499,7923.8791$
SO0060521-3,SO0060521,3,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,Not Mentioned - Machine,"Engine Oil Filter - Replaced, Fuel Filter - Replaced",SO0060521,3.0,Not Available,4.0,PASE,73344315                     CASE,85W140 GEARLUBE 1 QT,32.7999,23.44,2024-03-12,4.5499,7923.8791$
SO0060521-5,SO0060521,5,2024-02-19,CHR,PENT 909,SPRAYS,2021,FA2106395,533.0,Replace planetary plugleft rear planetary missing thrust bottom.,the thrust screw had backed out they wanted them checked and torqued found the left rear thrust button was missing,The plug away from the planetary drives. Counter nuts away. I cleaned the plugs. I installed it. The interior attracted to specification. The interior marked and the counter mother put on according to the specification. The button on the axis was missing at the back left. Tires removed. Oil drained. re,"Broken - Leaf, Shifted - Spring, Twisted - Spring","Leaf Spring - Reassembled, Center Pin - Replaced",SO0060521,5.0,Not Available,1.0,CHR LOGISTICS,6160135                      RBR,OIL SEAL,292.55,175.53,2024-03-12,4.5499,7923.8791$
SO0060526-1,SO0060526,1,2024-02-19,PASEIH,9861,SPRAYS,2024,JFGYS435KRT058433,0.0,COMPLETED 2-16-24,Unknown,Not Provided,"Not Mentioned - Hose, Not Mentioned - Boom",No Component Mentioned - No Component Mentioned,SO0060526,1.0,Not Available,0.0,PANJEO,150GV                        BANJO,"GSKT,1.5 VITON",0.0,0.0,2024-02-27,9.58,4.11000000000001$
SO0060558-1,SO0060558,1,2024-02-19,PASEIH,9861,SPRAYS,2024,JFGYS435KRT058433,0.0,COMPLETED 2-16-24,Unknown,Not Provided,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0060558,1.0,Not Available,0.0,PANJEO,M200CPG45                    BANJO,FLANGED 45 2,0.0,0.0,2024-02-27,9.58,4.11000000000001$
SO0060558-2,SO0060558,2,2024-02-19,PASEIH,9861,SPRAYS,2024,JFGYS435KRT058433,0.0,COMPLETED 2-16-24,Unknown,Not Provided,Rate Issue - Machine,"Fan - Replaced, Harness - Attached, Pin Connector - Installed",SO0060558,2.0,Not Available,1.0,BAID,41592-00                     WILGER,BOOM TUBE CLAMP,4.11,2.59,2024-02-27,9.58,4.11000000000001$
SO0060558-3,SO0060558,3,2024-02-19,PASEIH,9861,SPRAYS,2024,JFGYS435KRT058433,0.0,COMPLETED 2-16-24,Unknown,Not Provided,Worn - Fan,"Fan - Replaced, Bush - Installed",SO0060558,3.0,Not Available,0.0,PASE,73344349                     CASE,GREASE 251 HEPT TUBE,0.0,0.0,2024-02-27,9.58,4.11000000000001$
SO0060558-4,SO0060558,4,2024-02-19,PASEIH,9861,SPRAYS,2024,JFGYS435KRT058433,0.0,COMPLETED 2-16-24,Unknown,Not Provided,Not Mentioned - Not Mentioned,"Filter - Replaced, Reservoir - Filled",SO0060558,4.0,Not Available,0.0,PANJEO,FC200                        BANJO,CLAMP MANIFOLD 2,0.0,0.0,2024-02-27,9.58,4.11000000000001$
SO0060565-1,SO0060565,1,2024-02-19,PASEIH,9861,SPRAYS,2024,JFGYS435KRT058433,0.0,COMPLETED 2-22-24,Unknown,Not Provided,Leak - Fuel Filter,No Component Mentioned - No Component Mentioned,SO0060565,1.0,Not Available,1.0,WILLY,680/50R46 GY50               HARRYS,SET OF WHEELS,25798.0,15887.02,2024-02-26,3.5998,26428$
SO0060571-1,SO0060571,1,2024-02-19,PASEIH,9861,SPRAYS,2024,JFGYS435KRT058433,0.0,Completed 2-27-24,Unknown,Not Provided,Leak - Differential,"Gasket - Installed, Housing - Cleaned, Differential - Installed",SO0060571,1.0,Not Available,1.0,PANJEO,150GV                        BANJO,"GSKT,1.5 VITON",8.4199,4.7199,2024-02-28,60.8192,7722.6398$
SO0060574-1,SO0060574,1,2024-02-19,PASEIH,9861,SPRAYS,2024,JFGYS435KRT058433,0.0,Completed 2-27-24,Unknown,Not Provided,Not Mentioned - Drive Shaft,"Flex Plate Cover - Removed, Crossmember Nut - Removed, Drive Shaft - Removed, Slip Yoke - Removed, Crossmember - Jacked Up, Drive Shaft - Installed, Notch - Cut, Cover - Reinstalled, No Component Mentioned - Resecured",SO0060574,1.0,Not Available,1.0,PANJEO,FC200                        BANJO,CLAMP MANIFOLD 2,5.35,3.14,2024-02-28,60.8192,7722.6398$
